,station_id,lat,lng,trips_2010,trips_2011,trips_2012,trips_2013,trips_2014,trips_2015,trips_2016,trips_2017,trips_2018,trips_2019
577,32402,38.969581,-76.937349,0,0,0,0,0,0,0,0,147,461
578,32403,38.95546733,-76.940139,0,0,0,0,0,0,0,0,305,503
579,32404,38.936213,-76.960054,0,0,0,0,0,0,0,0,177,298
580,32405,38.889968,-76.82556983,0,0,0,0,0,0,0,0,40,102
581,32406,38.78273717,-77.01609583,0,0,0,0,0,0,0,0,162,1448
582,32407,38.798749,-77.00103,0,0,0,0,0,0,0,0,24,119
583,32408,38.9593335,-76.94612783,0,0,0,0,0,0,0,0,0,176
584,32409,38.840107,-76.9753,0,0,0,0,0,0,0,0,0,48
585,32410,38.9546,-76.9595,0,0,0,0,0,0,0,0,0,249
586,32411,38.975505,-76.952199,0,0,0,0,0,0,0,0,0,157
587,32412,38.97420733,-76.9952355,0,0,0,0,0,0,0,0,0,122
588,32413,38.9392965,-76.9550465,0,0,0,0,0,0,0,0,0,275
589,32414,38.9725,-76.9807,0,0,0,0,0,0,0,0,0,181
590,32415,38.7968,-77.0026,0,0,0,0,0,0,0,0,0,570
591,32416,38.961737,-76.995922,0,0,0,0,0,0,0,0,0,412
592,32417,38.96950283,-76.94920517,0,0,0,0,0,0,0,0,0,191
593,32418,38.955349,-76.968084,0,0,0,0,0,0,0,0,0,211
594,32419,38.88850433,-76.91314783,0,0,0,0,0,0,0,0,0,31
595,32420,38.96578217,-76.95483867,0,0,0,0,0,0,0,0,0,304
596,32421,38.96218333,-76.93552367,0,0,0,0,0,0,0,0,0,106
597,32422,38.9688405,-76.9541425,0,0,0,0,0,0,0,0,0,126
598,32423,38.7859,-77.0167,0,0,0,0,0,0,0,0,0,51
599,32600,38.895172,-77.190275,0,0,0,0,0,0,0,0,0,375
600,32601,38.882746,-77.170032,0,0,0,0,0,0,0,0,0,270
601,32602,38.88837,-77.179832,0,0,0,0,0,0,0,0,0,322
602,32603,38.88742667,-77.17693517,0,0,0,0,0,0,0,0,0,375
603,32604,38.88056667,-77.17188267,0,0,0,0,0,0,0,0,0,350
604,32605,38.883601,-77.173438,0,0,0,0,0,0,0,0,0,427
605,32606,38.878085,-77.153953,0,0,0,0,0,0,0,0,0,662
606,32607,38.87977267,-77.17839417,0,0,0,0,0,0,0,0,0,370
607,32608,38.88537867,-77.17352217,0,0,0,0,0,0,0,0,0,353
608,32609,38.885621,-77.166917,0,0,0,0,0,0,0,0,0,420
609,32901,38.96381,-77.010266,0,0,0,0,0,0,0,0,0,0
