,station_id,lat,lng,address,trips_2010,trips_2011,trips_2012,trips_2013,trips_2014,trips_2015,trips_2016,trips_2017,trips_2018,trips_2019
357,31645,38.903102833333335,-76.99835283333333,6th & K St NE,0,0,0,0,0,0,48,7595,6789,6750
358,31646,38.880495333333336,-77.02526999999999,Maine Ave & 9th St SW,0,0,0,0,0,0,0,1489,12980,15960
359,31647,38.89222,-76.99602,7th St & Massachusetts Ave NE,0,0,0,0,0,0,0,0,9365,9469
360,31648,38.86968314861632,-77.01081544160844,Potomac Ave & Half St SW,0,0,0,0,0,0,0,0,1748,3966
361,31649,38.931991,-77.032956,14th & Newton St NW,0,0,0,0,0,0,0,0,2684,11150
362,31650,38.876893,-77.006072,1st & M St SE,0,0,0,0,0,0,0,0,2497,10374
363,31651,38.931321000000004,-77.028247,11th & Park Rd NW,0,0,0,0,0,0,0,0,2276,10735
364,31652,38.87659083333333,-77.00052816666667,4th & M St SE,0,0,0,0,0,0,0,0,435,9604
365,31653,38.902674,-77.021392,7th & K St NW,0,0,0,0,0,0,0,0,1294,11756
366,31654,38.876211,-77.012443,King Greenleaf Rec Center,0,0,0,0,0,0,0,0,117,3261
367,31655,38.897108,-77.011616,New Jersey Ave & F St NW,0,0,0,0,0,0,0,0,235,11896
368,31656,38.901934999999995,-76.978627,Maryland Ave & 17th St NE,0,0,0,0,0,0,0,0,85,2814
369,31657,38.892934000000004,-76.998273,Massachusetts Ave & 6th St NE,0,0,0,0,0,0,0,0,133,7783
370,31658,38.897838,-76.97969866666666,Rosedale Rec Center,0,0,0,0,0,0,0,0,0,3532
371,31659,38.885908,-76.991476,11th & C St SE,0,0,0,0,0,0,0,0,0,5835
372,31660,38.902685,-76.995126,8th & K St NE,0,0,0,0,0,0,0,0,0,381
373,31661,38.89975983333333,-76.99484583333333,8th & H St NE,0,0,0,0,0,0,0,0,0,0
374,31662,38.902424833333335,-77.0056755,1st & K St NE,0,0,0,0,0,0,0,0,0,0
375,31663,38.8840581,-76.9863852,14th & D St SE,0,0,0,0,0,0,0,0,0,0
376,31664,38.866277000000004,-77.010551,Half & Water St SW,0,0,0,0,0,0,0,0,0,0
377,31665,38.885482,-76.977187,Stadium Armory Metro,0,0,0,0,0,0,0,0,0,0
378,31666,38.881122999999995,-77.017658,4th St & G St SW,0,0,0,0,0,0,0,0,0,0
379,31667,38.863743,-77.013814,2nd & V St SW / James Creek Marina,0,0,0,0,0,0,0,0,0,0
380,31668,38.871753833333344,-77.006118,1st St & Potomac Ave SE,0,0,0,0,0,0,0,0,0,0
381,31700,38.860060333333344,-76.96784783333334,Good Hope & Naylor Rd SE,21,185,209,196,383,254,317,349,304,439
382,31701,38.86921766666666,-76.95965266666667,Branch & Pennsylvania Ave SE,0,50,156,324,158,155,279,429,317,373
383,31702,38.87807,-76.96075350000001,Randle Circle & Minnesota Ave SE,14,65,114,78,54,58,153,217,128,138
384,31703,38.897063,-76.947446,Minnesota Ave Metro/DOES,14,191,230,270,435,375,485,871,706,544
385,31704,38.901385,-76.941877,Nannie Helen Burroughs & Minnesota Ave NE,4,1,0,2,139,101,309,338,394,202
386,31705,38.89400716666667,-76.94798116666666,Benning Branch Library,6,99,249,215,350,204,216,501,426,360
387,31706,38.865590000000005,-76.95210300000001,Fairfax Village,0,70,173,150,82,63,279,465,538,588
388,31707,38.889934999999994,-76.93723,Benning Rd & East Capitol St NE / Benning Rd Metro,0,5,532,762,687,322,304,656,505,483
389,31708,38.896544,-76.96011999999999,Anacostia Ave & Benning Rd NE / River Terrace ,0,1,680,1269,1306,1012,1081,1508,1710,1957
390,31710,38.898511,-76.931919,Nannie Helen Burroughs Ave & 49th St NE,0,0,0,19,228,75,198,206,174,323
391,31711,38.908473,-76.933099,Deanwood Rec Center,0,0,0,3,271,64,83,135,201,319
392,31712,38.89448633333333,-76.97481766666667,Oklahoma Ave & D St NE,0,0,0,0,0,1053,3084,3921,3840,4147
393,31713,38.897407,-76.925907,Division Ave & Foote St NE,0,0,0,0,0,0,69,95,120,198
394,31714,38.891769333333336,-76.913609,61st St & Banks Pl NE,0,0,0,0,0,0,19,81,114,98
395,31715,38.883010999999996,-76.949709,37th & Ely Pl SE,0,0,0,0,0,0,0,10,63,84
396,31716,38.895953999999996,-76.967844,Kingman Island/The Fields at RFK,0,0,0,0,0,0,0,0,0,95
397,31717,38.90046848783359,-76.94728732109071,Kenilworth Terrace & Hayes St. NE,0,0,0,0,0,0,0,0,0,21
398,31718,38.87595066666667,-76.94039083333334,Ridge Rd Community Center,0,0,0,0,0,0,0,0,0,1
399,31719,38.8974996,-76.9695094,Oklahoma Ave & Benning Rd NE,0,0,0,0,0,0,0,0,0,0
400,31800,38.84322988730829,-76.9993758201599,Alabama & MLK Ave SE,0,0,0,69,256,221,236,555,415,354
401,31801,38.862669,-76.994637,Anacostia Metro,33,603,756,990,1259,1665,1773,2310,2290,2138
402,31802,38.86738116666667,-76.98800200000001,Good Hope Rd & MLK Ave SE,65,487,632,828,927,1057,1644,1974,1663,1593
403,31803,38.86661933333333,-76.985282,Good Hope Rd & 14th St SE,0,0,237,483,646,1149,1125,1136,914,702
404,31804,38.86576016666667,-76.97841516666666,Anacostia Library,11,403,284,472,334,464,849,709,596,606
405,31805,38.873061166666666,-76.97105066666667,Pennsylvania & Minnesota Ave SE,33,332,399,239,522,382,487,639,904,1162
406,31806,38.84474816666667,-76.98772116666666,Congress Heights Metro,0,4,253,178,328,356,287,549,545,652
407,31807,38.863896999999994,-76.990037,Pleasant St & MLK Ave SE,0,0,0,105,349,772,885,1160,1128,1221
408,31811,38.831516,-77.008133,South Capitol & Atlantic St SW,0,0,0,0,0,0,121,152,162,187
409,31812,38.87070783333333,-76.982373,16th & Q St SE / Anacostia HS,0,0,0,0,0,0,151,711,559,513
410,31813,38.8462715,-76.98188950000001,Alabama Ave & Stanton Rd SE / Shops at Park Village,0,0,0,0,0,0,0,87,290,469
411,31814,38.84377,-76.97556999999999,Mississippi Ave & 19th St SE / THEARC,0,0,0,0,0,0,0,29,93,110
412,31815,38.84623,-76.97703,19th & Savannah St SE,0,0,0,0,0,0,0,8,42,74
413,31816,38.836,-77.0009,4th St & Mississippi Ave SE,0,0,0,0,0,0,0,55,148,326
414,31817,38.824481,-77.00549699999999,1st & S Capitol St SE / Oxon Run Trail,0,0,0,0,0,0,0,20,130,257
415,31818,38.82373,-77.00223000000001,Livingston Rd & 3rd St SE,0,0,0,0,0,0,0,40,128,137
416,31820,38.87335,-76.9834,Anacostia Park,0,0,0,0,0,0,0,0,1327,1721
417,31823,38.835737,-76.983144,United Medical Center,0,0,0,0,0,0,0,0,0,79
418,31824,38.836645000000004,-76.993588,Valley Ave & Wheeler Rd SE,0,0,0,0,0,0,0,0,0,4
419,31825,38.857369037587524,-76.97768801437633,Fort Stanton Rec Center,0,0,0,0,0,0,0,0,0,2
420,31826,38.869336499999996,-76.97851899999999,Minnesota Ave & R St SE,0,0,0,0,0,0,0,0,0,0
421,31900,38.898301000000004,-77.118009,Lee Hwy & N Woodstock St,0,0,0,0,0,0,878,1112,946,1042
422,31901,38.884828999999996,-77.12767099999999,Washington Blvd & N Frederick St,0,0,0,0,0,0,757,731,668,666
423,31902,38.876528,-77.12711999999999,Wilson Blvd & N Illinois St ,0,0,0,0,0,0,770,1479,1526,1606
424,31903,38.799267,-77.0447,Royal St & Wilkes St,0,0,0,0,0,0,872,1398,1400,1422
425,31904,38.88534583333333,-77.15650600000001,East Falls Church Metro / Sycamore St & 19th St N,0,0,0,0,0,0,616,1350,1391,2793
426,31905,38.880992,-77.135271,Kennebec St & 11th St N,0,0,0,0,0,0,260,1275,1743,1737
427,31906,38.812711,-77.061715,Commonwealth Ave & Oak St,0,0,0,0,0,0,657,993,942,1232
428,31907,38.798133,-77.0487,Franklin St & S Washington St,0,0,0,0,0,0,1031,2476,2094,2101
429,31908,38.828437,-77.086031,Radford St & Osage St,0,0,0,0,0,0,243,738,553,595
430,31909,38.843422,-77.06401600000001,Mount Vernon Ave & Four Mile Run Park,0,0,0,0,0,0,435,1617,1168,1219
431,31910,38.822738,-77.049265,Potomac Ave & Main Line Blvd,0,0,0,0,0,0,620,1023,1453,1540
432,31912,38.84129433333333,-77.06308233333333,Mount Vernon Ave & Bruce St,0,0,0,0,0,0,195,500,768,834
433,31913,38.82005823354218,-77.0628207921982,Commonwealth Ave & E Monroe Ave,0,0,0,0,0,0,596,1308,988,833
434,31914,38.79760183333333,-77.05381733333333,Lee Center,0,0,0,0,0,0,469,1133,1608,1198
435,31915,38.818748,-77.047783,Powhatan St & Bashford Ln,0,0,0,0,0,0,607,1456,1163,1460
436,31916,38.829545,-77.047844,Potomac Ave & Swann Ave,0,0,0,0,0,0,1186,3742,3975,3805
437,31917,38.89386,-77.070862,N Lynn St & Fairfax Dr,0,0,0,0,0,0,292,5243,4882,4183
438,31918,38.812351,-77.04069100000001,Madison St & Fairfax St,0,0,0,0,0,0,171,3271,3221,2910
439,31919,38.876695,-77.11298199999999,Carlin Springs Rd & N Thomas St,0,0,0,0,0,0,16,1720,1716,1261
440,31920,38.888282000000004,-77.11106600000001,Washington-Liberty High School / N Stafford St & Generals Way,0,0,0,0,0,0,0,1224,1498,1397
441,31921,38.8860185,-77.142267,Westover Library / Washington Blvd & N McKinley Rd,0,0,0,0,0,0,0,371,454,644
442,31923,38.858523999999996,-77.103728,Columbia Pike & S Taylor St,0,0,0,0,0,0,0,152,323,605
443,31924,38.892556,-77.082089,Wilson Blvd & N Troy St,0,0,0,0,0,0,0,1772,2779,2521
444,31925,38.848304,-77.05122,Crystal Dr & Potomac Ave,0,0,0,0,0,0,0,0,664,2329
445,31926,38.879476000000004,-77.114563,Wilson Blvd. & N. Vermont St.,0,0,0,0,0,0,0,0,0,0
446,31927,38.808161,-77.100796,Wheeler Ave & S. Floyd St.,0,0,0,0,0,0,0,0,0,0
447,31928,38.840831,-77.10885516666667,N. Beauregard St. & Berkley St.,0,0,0,0,0,0,0,0,0,0
448,31929,38.7930647,-77.049436,Mt Vernon Trail & S. Washington St.,0,0,0,0,0,0,0,0,0,0
449,31930,38.802738,-77.08246199999999,Eisenhower Ave & Ike Dr,0,0,0,0,0,0,0,0,0,0
450,31931,38.814184999999995,-77.043809,St. Asaph & Montgomery St,0,0,0,0,0,0,0,0,0,0
451,31933,38.801947,-77.040293,Duke St & Strand (Robinson Terminal),0,0,0,0,0,0,0,0,0,0
452,31935,38.852903000000005,-77.045916,National Airport,0,0,0,0,0,0,0,0,0,0
453,31936,38.864838,-77.056873,Fern St & Army Navy Dr,0,0,0,0,0,0,0,0,0,0
454,31937,38.890863,-77.074893,Ft Myer Dr & Arlington Blvd,0,0,0,0,0,0,0,0,0,0
455,31938,38.853002000000004,-77.059496,23rd St S & Hayes St,0,0,0,0,0,0,0,0,0,0
456,31939,38.895068,-77.07386,Wilson Blvd & N Oak St,0,0,0,0,0,0,0,0,0,0
457,31940,38.88625606692057,-77.08426237106323,Arlington Blvd & Fairfax Dr,0,0,0,0,0,0,0,0,0,0
458,32000,38.988562,-77.096539,Norfolk Ave & Fairmont St,0,0,0,237,1280,1262,1242,1737,1445,1268
459,32001,38.98537433333333,-77.02300466666667,Fenton St & New York Ave ,0,0,0,161,1199,1692,1711,1482,1535,1646
460,32002,38.981103000000004,-77.097426,Bethesda Ave & Arlington Rd,0,0,0,402,2147,2569,2316,2910,2296,2293
461,32003,38.983838,-77.09221,Montgomery Ave & Waverly St ,0,0,0,71,672,947,1175,1414,989,682
462,32004,39.096312,-77.192672,Fallsgrove Blvd & Fallsgrove Dr,0,0,0,46,326,235,415,411,293,265
463,32005,39.093783,-77.202501,Traville Gateway Dr & Gudelsky Dr,0,0,0,21,109,120,139,95,57,72
464,32006,38.986999999999995,-77.02941700000001,13th St & Eastern Ave,0,0,0,1722,582,887,904,1112,663,545
465,32007,39.084125,-77.151291,E Montgomery Ave & Maryland Ave,0,0,0,128,388,382,379,393,322,228
466,32008,38.989540000000005,-77.098029,Cordell & Norfolk Ave,0,0,0,204,1298,1784,1317,1532,1339,1205
467,32009,39.094772,-77.145213,Frederick Ave & Horners Ln,0,0,0,15,268,204,110,206,164,99
468,32010,38.98123666666667,-77.01124483333334,Philadelphia & Maple Ave,0,0,0,159,890,937,694,525,460,441
469,32011,38.983601,-77.00636666666666,Maple & Ritchie Ave,0,0,0,95,772,703,667,704,527,553
470,32012,38.994994,-77.02947416666666,Silver Spring Metro / Colesville Rd & Wayne Ave,0,0,0,225,804,1053,1216,1518,1274,1260
471,32013,38.983525,-77.09536700000001,Montgomery & East Ln,0,0,0,394,1435,1483,1707,1652,1480,1510
472,32014,38.9615985,-77.08610216666666,Friendship Hts Metro / Wisconsin Ave & Wisconsin Cir,0,0,0,569,2326,3539,3269,3255,2427,2468
473,32016,39.099376,-77.188014,Fallsgrove Dr & W Montgomery Ave,0,0,0,21,212,171,262,271,263,348
474,32017,39.083673,-77.149162,Monroe St & Monroe Pl,0,0,0,27,276,146,177,371,389,294
475,32018,39.123513,-77.15741,Needwood Rd & Eagles Head Ct,0,0,0,15,65,80,77,419,546,354
476,32019,38.99026583333333,-77.02963066666666,East West Hwy & Blair Mill Rd,0,0,0,152,1027,1291,1526,1482,939,877
477,32021,38.982456,-77.09199100000001,47th & Elm St,0,0,0,107,1039,1106,1413,1358,1021,873
478,32022,39.025387196236316,-77.04456299543382,Dennis Ave & Amherst Ave,0,0,0,20,194,196,342,316,111,183
479,32023,39.095661,-77.159048,Montgomery College / W Campus Dr & Mannakee St,0,0,0,25,235,299,359,514,184,144
480,32024,38.989724,-77.023854,Fenton St & Gist Ave,0,0,0,54,823,1350,1692,1574,1295,1135
481,32025,38.975,-77.01120999999999,Carroll & Westmoreland Ave,0,0,0,146,1462,2020,1960,1960,1564,1782
482,32026,38.977933,-77.006472,Carroll & Ethan Allen Ave,0,0,0,96,2004,2754,2768,2802,2278,2430
483,32027,38.99239583333333,-77.10007433333334,Battery Ln & Trolley Trail,0,0,0,187,1490,1326,1036,1869,1643,1915
484,32028,38.990639,-77.100239,Norfolk & Rugby Ave,0,0,0,96,996,742,909,616,535,589
485,32029,38.977092999999996,-77.094589,Offutt Ln & Chevy Chase Dr,0,0,0,184,1262,1323,1346,1374,753,1058
486,32032,39.076331,-77.141378,Fleet St & Ritchie Pkwy,0,0,0,21,265,204,250,404,424,362
487,32034,38.994034850608365,-77.03037142753602,Silver Spring Transit Center - Top Level,0,0,0,63,536,1146,1397,1742,1173,1031
488,32035,38.999447333333336,-77.03152066666667,Georgia Ave & Spring St,0,0,0,48,477,606,607,712,532,528
489,32036,38.997033,-77.02560799999999,Fenton St & Ellsworth Dr ,0,0,0,136,945,1120,1448,1728,1112,1543
490,32037,39.11462733333333,-77.17157933333333,King Farm Blvd & Pleasant Dr,0,0,0,43,682,509,461,614,721,586
491,32038,39.110314,-77.18266899999999,King Farm Blvd & Piccard Dr,0,0,0,34,544,811,1057,853,623,510
492,32039,38.999559999999995,-77.10965283333333,Old Georgetown Rd & Southwick St,0,0,0,42,821,848,1072,1030,1189,1386
493,32040,38.96115,-77.08865899999999,Friendship Blvd & Willard Ave,0,0,0,42,1015,1095,1144,1471,1271,1397
494,32042,39.097636,-77.196636,Shady Grove Hospital,0,0,0,0,32,102,143,51,22,39
495,32043,38.99754833333333,-77.023951,Veterans Pl & Pershing Dr ,0,0,0,0,377,487,535,625,427,523
496,32044,39.085394,-77.145803,Rockville Metro East,0,0,0,0,415,439,420,298,274,296
497,32045,39.119765,-77.166093,Shady Grove Metro West,0,0,0,0,1104,1031,1162,1080,1226,1265
498,32046,38.964991999999995,-77.103381,River Rd & Landy Ln,0,0,0,0,1399,2152,2546,3427,2887,2803
499,32047,39.084379,-77.146866,Rockville Metro West,0,0,0,0,267,392,534,729,477,490
500,32048,38.984691,-77.094537,Bethesda Metro / Wisconsin Ave & Old Georgetown Rd,0,0,0,0,2736,4038,3867,4014,3153,2805
501,32049,38.98672666666667,-76.99998783333334,WAU / Flower Ave & Division St,0,0,0,0,243,598,359,640,501,523
502,32050,38.997623,-77.034502,Spring St & 2nd Ave,0,0,0,0,21,534,543,403,270,294
503,32051,38.994113,-77.076986,Connecticut Ave & Chevy Chase Lake Dr,0,0,0,0,0,0,1006,851,161,173
504,32052,39.105295,-77.194774,Key West Ave & Siesta Key Way,0,0,0,0,0,0,170,177,159,197
505,32053,38.999378,-77.097882,Medical Center Metro ,0,0,0,0,0,0,910,1602,1139,1100
506,32054,38.999679,-77.051168,Lyttonsville Rd & Lyttonsville Pl,0,0,0,0,0,0,273,384,309,295
507,32055,38.9799515,-77.09341016666667,Woodmont Ave & Strathmore St,0,0,0,0,0,0,1549,2562,2296,2759
508,32056,38.995738333333335,-77.03869833333333,East West Hwy & 16th St,0,0,0,0,0,0,744,844,716,835
509,32057,39.014716,-77.10714300000001,Pooks Hill Rd & Linden Ave,0,0,0,0,0,0,0,396,216,340
510,32058,38.99089033333333,-77.01628466666666,Sligo Ave & Carroll Ln,0,0,0,0,0,0,37,1158,1053,761
511,32059,38.98265,-76.988311,Takoma Park Rec Center,0,0,0,0,0,0,0,132,152,134
512,32061,38.988101,-76.988422,New Hampshire & Kirklynn Ave,0,0,0,0,0,0,0,128,186,145
513,32062,39.038423828518326,-77.05102041363715,Wheaton Metro / Georgia Ave & Reedie Dr,0,0,0,0,0,0,0,576,569,607
514,32063,39.044887,-77.047788,Amherst Ave & Elkins St,0,0,0,0,0,0,0,363,112,254
515,32064,39.035965000000004,-77.048395,Amherst Ave & Prichard Rd,0,0,0,0,0,0,0,166,114,131
516,32065,39.043271999999995,-77.053085,Grandview & Blueridge Ave,0,0,0,0,0,0,0,258,374,417
517,32066,39.032029,-77.04735,Windham Ln & Amherst Ave,0,0,0,0,0,0,0,242,132,107
518,32067,39.121327,-77.164969,Shady Grove Metro East,0,0,0,0,0,0,0,992,1435,899
519,32069,39.123329999999996,-77.16486,Columbus Ave & Gramercy Blvd,0,0,0,0,0,0,0,90,175,145
520,32070,39.105641999999996,-77.20385999999999,Key West Ave & Great Seneca Hwy,0,0,0,0,0,0,0,58,70,64
521,32071,39.106971,-77.192645,Corporate Blvd & Omega Dr,0,0,0,0,0,0,0,101,161,285
522,32072,39.106152,-77.202354,Key West Ave & Diamondback Dr,0,0,0,0,0,0,0,23,100,160
523,32073,39.043184499999995,-77.05001416666667,Blueridge Ave & Elkin St,0,0,0,0,0,0,0,0,112,100
524,32074,39.062041,-77.120776,Twinbrook Metro,0,0,0,0,0,0,0,0,612,732
525,32075,39.04753,-77.11287,White Flint Metro,0,0,0,0,0,0,0,0,1495,1726
526,32076,39.04899133333333,-77.10932483333333,Citadel Ave & McGrath Blvd,0,0,0,0,0,0,0,0,321,336
527,32077,39.04982366666667,-77.11362199999999,Rockville Pike & Old Georgetown Rd,0,0,0,0,0,0,0,0,405,286
528,32078,39.04317,-77.1135,Woodglen Dr & Executive Blvd,0,0,0,0,0,0,0,0,841,745
529,32079,39.0486795,-77.12559533333334,Executive Blvd & E Jefferson St,0,0,0,0,0,0,0,0,946,816
530,32081,39.06219,-77.129235,Congressional Ln & E Jefferson St,0,0,0,0,0,0,0,0,560,616
531,32082,39.00044883333333,-77.00080133333333,Garland Ave & Walden Rd,0,0,0,0,0,0,0,0,154,266
532,32083,39.050539,-77.115212,Rockville Pike & Meeting St,0,0,0,0,0,0,0,0,498,549
533,32084,39.0472325,-77.05110233333333,Wheaton Library & Community Rec Center,0,0,0,0,0,0,0,0,0,54
534,32085,39.03161433333333,-77.0041845,The Shoppes @ Burnt Mills,0,0,0,0,0,0,0,0,0,0
535,32086,39.081638,-76.945495,Briggs Chaney & Castle Dr,0,0,0,0,0,0,0,0,0,0
536,32088,39.077875,-76.941866,Briggs Chaney Park & Ride,0,0,0,0,0,0,0,0,0,0
537,32089,39.03920516666667,-76.99178616666667,New Hampshire & Lockwood,0,0,0,0,0,0,0,0,0,0
538,32090,39.044774333333336,-76.9809245,Stewart & April,0,0,0,0,0,0,0,0,0,0
539,32091,39.0456521,-76.9854381,Stewart Ln & Old Columbia Pike,0,0,0,0,0,0,0,0,0,0
540,32092,39.085314000000004,-76.940547,Castle Blvd & Castle Ln,0,0,0,0,0,0,0,0,0,0
541,32093,39.04104,-76.987125,White Oak Transit Center,0,0,0,0,0,0,0,0,0,0
542,32094,39.03823083333333,-76.994582,Oak Leaf & Lockwood,0,0,0,0,0,0,0,0,0,0
543,32200,38.929261,-77.240654,Spring Hill Metro,0,0,0,0,0,0,28,211,190,165
544,32201,38.92403,-77.235955,Westpark Dr & Leesburg Pike,0,0,0,0,0,0,8,146,90,88
545,32203,38.919475,-77.221179,Tysons One Pl & Chain Bridge Rd,0,0,0,0,0,0,0,233,216,271
546,32204,38.920939000000004,-77.222115,Tysons Corner Station,0,0,0,0,0,0,11,932,1225,1977
547,32205,38.924437,-77.217664,Westpark & Jones Branch Dr,0,0,0,0,0,0,53,667,599,669
548,32206,38.931884000000004,-77.2192905,Jones Branch & Westbranch Dr,0,0,0,0,0,0,32,86,102,141
549,32207,38.928919,-77.225394,Westpark & Park Run Dr,0,0,0,0,0,0,34,250,343,258
550,32208,38.932635999999995,-77.231825,Tysons West Transit Center,0,0,0,0,0,0,16,130,95,77
551,32209,38.970046,-77.338686,North Shore & Cameron Crescent Dr/Crescent Apartments,0,0,0,0,0,0,0,114,77,63
552,32210,38.962524,-77.361902,Town Center Pkwy & Bowman Towne Dr,0,0,0,0,0,0,49,210,202,147
553,32211,38.962095,-77.358815,Reston Regional Library,0,0,0,0,0,0,18,53,47,64
554,32212,38.960574,-77.356324,New Dominion Pkwy & Fountain Dr,0,0,0,0,0,0,41,248,184,262
555,32213,38.955079,-77.351649,Sunset Hills & Old Reston Ave,0,0,0,0,0,0,106,770,801,685
556,32214,38.957037,-77.359718,Reston Town Center Transit Station,0,0,0,0,0,0,94,1381,1326,1587
557,32215,38.94660792121498,-77.3393914103508,Wiehle Ave & Reston Station Blvd,0,0,0,0,0,0,201,2302,2460,1751
558,32216,38.959633000000004,-77.35874100000001,Library St & Freedom Dr,0,0,0,0,0,0,35,429,309,313
559,32217,38.95534,-77.357611,Sunset Hills Rd & Discovery Square,0,0,0,0,0,0,0,498,460,430
560,32218,38.960084,-77.353414,Temporary Rd & Old Reston Ave,0,0,0,0,0,0,55,518,322,470
561,32220,38.951443,-77.340377,Sunset Hills Rd & Isaac Newton Square,0,0,0,0,0,0,0,735,860,1302
562,32221,38.922863666666665,-77.22767933333333,Greensboro & International Dr,0,0,0,0,0,0,15,174,345,142
563,32223,38.970411999999996,-77.340787,North Shore Dr & Village Rd,0,0,0,0,0,0,0,304,277,195
564,32224,38.955170598044894,-77.3630940914154,Town Center Pkwy & Sunset Hills Rd,0,0,0,0,0,0,0,161,304,446
565,32225,38.96420774100621,-77.35428035259247,Reston Pkwy & Spectrum Dr,0,0,0,0,0,0,0,108,192,127
566,32227,38.92245,-77.23034,Greensboro & Pinnacle Dr,0,0,0,0,0,0,0,0,62,83
567,32229,38.927589833333336,-77.2265975,Park Run & Onyx Dr,0,0,0,0,0,0,0,0,134,1085
568,32230,38.92400207520182,-77.20812678337097,McLean Metro,0,0,0,0,0,0,0,0,0,124
569,32231,38.8828,-77.2283,Dunn Loring Metro,0,0,0,0,0,0,0,0,0,955
570,32232,38.9001,-77.1887,West Falls Church Metro,0,0,0,0,0,0,0,0,0,361
571,32233,38.928502,-77.215624,Jones Branch Drive & Scotts Crossing Rd,0,0,0,0,0,0,0,0,0,115
572,32234,38.879355,-77.230681,Merrilee Dr & Lauren Elizabeth Lane,0,0,0,0,0,0,0,0,0,468
573,32235,38.870093,-77.22997,Merrifield Cinema & Merrifield Town Center,0,0,0,0,0,0,0,0,0,417
574,32236,38.949008,-77.355299,Vy Reston Heights,0,0,0,0,0,0,0,0,0,0
575,32400,38.908390999999995,-76.84326300000001,1301 McCormick Dr / Wayne K. Curry Admin Bldg,0,0,0,0,0,0,0,0,129,109
576,32401,38.899811,-76.844604,Largo Town Center Metro,0,0,0,0,0,0,0,0,242,238
577,32402,38.969581,-76.937349,Baltimore Ave & Van Buren St / Riverdale Park Station,0,0,0,0,0,0,0,0,147,461
578,32403,38.95546733333333,-76.940139,Baltimore Ave & Jefferson St,0,0,0,0,0,0,0,0,305,503
579,32404,38.936213,-76.960054,Perry & 35th St,0,0,0,0,0,0,0,0,177,298
580,32405,38.889967999999996,-76.82556983333333,Largo Rd & Campus Way / Prince Georges's Comm Col,0,0,0,0,0,0,0,0,40,102
581,32406,38.78273716666666,-77.01609583333334,Fleet St & Waterfront St,0,0,0,0,0,0,0,0,162,1448
582,32407,38.798749,-77.00103,Oxon Hill Park & Ride,0,0,0,0,0,0,0,0,24,119
583,32408,38.9593335,-76.94612783333334,Oglethorpe St & 42nd Ave,0,0,0,0,0,0,0,0,0,176
584,32409,38.840107,-76.9753,Southern Ave Metro,0,0,0,0,0,0,0,0,0,48
585,32410,38.9546,-76.9595,Queens Chapel & Hamilton St,0,0,0,0,0,0,0,0,0,249
586,32411,38.975505,-76.952199,Northwestern High School,0,0,0,0,0,0,0,0,0,157
587,32412,38.97420733333333,-76.99523549999999,New Hampshire Ave & East-West Hwy,0,0,0,0,0,0,0,0,0,122
588,32413,38.939296500000005,-76.9550465,Rhode Island Ave & 39th St / Brentwood Arts Exchange,0,0,0,0,0,0,0,0,0,275
589,32414,38.9725,-76.9807,Riggs Rd & East West Hwy,0,0,0,0,0,0,0,0,0,181
590,32415,38.7968,-77.0026,Tanger Outlets,0,0,0,0,0,0,0,0,0,570
591,32416,38.961737,-76.995922,Chillum Rd & Riggs Rd / Riggs Plaza,0,0,0,0,0,0,0,0,0,412
592,32417,38.969502833333344,-76.94920516666667,Hyattsville Library / Adelphi Rd & Toledo Rd,0,0,0,0,0,0,0,0,0,191
593,32418,38.955349,-76.96808399999999,West Hyattsville Metro,0,0,0,0,0,0,0,0,0,211
594,32419,38.88850433333333,-76.91314783333334,Capitol Heights Metro,0,0,0,0,0,0,0,0,0,31
595,32420,38.965782166666656,-76.95483866666666,Prince George's Plaza Metro,0,0,0,0,0,0,0,0,0,304
596,32421,38.962183333333336,-76.93552366666667,Riverdale Park Town Center,0,0,0,0,0,0,0,0,0,106
597,32422,38.968840500000006,-76.9541425,The Mall at Prince Georges,0,0,0,0,0,0,0,0,0,126
598,32423,38.7859,-77.0167,National Harbor Carousel,0,0,0,0,0,0,0,0,0,51
599,32600,38.895171999999995,-77.190275,George Mason High School / Haycock Rd & Leesburg Pike,0,0,0,0,0,0,0,0,0,375
600,32601,38.882746000000004,-77.17003199999999,State Theatre / Park Pl & N Washington St,0,0,0,0,0,0,0,0,0,270
601,32602,38.88837,-77.17983199999999,N Oak St & W Broad St,0,0,0,0,0,0,0,0,0,322
602,32603,38.88742666666667,-77.17693516666667,Pennsylvania Ave & Park Ave,0,0,0,0,0,0,0,0,0,375
603,32604,38.88056666666667,-77.17188266666666,E Fairfax St & S Washington St,0,0,0,0,0,0,0,0,0,350
604,32605,38.883601,-77.173438,W Broad St & Little Falls St,0,0,0,0,0,0,0,0,0,427
605,32606,38.878085,-77.153953,N Roosevelt St & Roosevelt Blvd,0,0,0,0,0,0,0,0,0,662
606,32607,38.87977266666667,-77.17839416666666,S Maple Ave & S Washington St,0,0,0,0,0,0,0,0,0,370
607,32608,38.88537866666667,-77.17352216666667,Falls Church City Hall / Park Ave & Little Falls St,0,0,0,0,0,0,0,0,0,353
608,32609,38.885621,-77.166917,W Columbia St & N Washington St,0,0,0,0,0,0,0,0,0,420
609,32901,38.963809999999995,-77.010266,6035 Warehouse,0,0,0,0,0,0,0,0,0,0
